,book_title,author,link,price_no_disc,price_with_disc
1323,Advanced Arduino Techniques in Science: Refine Your Skills...,Richard J. Smythe,https://bookshop.org//books/advanced-arduino-techniques-in-science-refine-your-skills-and-projects-with-pcs-or-python-tkinter/9781484267868,$27.99,$25.75
1324,Machine Learning with Python,Na and Abhishek Vijayvargia,https://bookshop.org//books/machine-learning-with-python/9789386551931,$25.99,$25.99
1325,Machine Learning With Python For Beginners,Daiki Naru,https://bookshop.org//books/machine-learning-with-python-for-beginners/9781097483631,$19.99,$18.39
1326,Python Requests Essentials,Bala Subrahmanyam Varanasi and Rakesh Vidya Chandra,https://bookshop.org//books/python-requests-essentials/9781784395414,$47.99,$47.99
1327,Penny the Enormous Python,Diane Baxter Trapeni and Kathleen Fox,https://bookshop.org//books/penny-the-enormous-python/9781987680744,$9.99,$9.99
1328,Python Simply In Depth,Ajit Singh,https://bookshop.org//books/python-simply-in-depth/9781793036681,$12.90,$12.90
1329,Green Tree Pythons,Willow Clark,https://bookshop.org//books/green-tree-pythons/9781448861873,$24.60,$24.60
1330,Python: The Ultimate Beginners Guide,Max Green,https://bookshop.org//books/python-the-ultimate-beginners-guide-9781533294500/9781533294500,$36.99,$36.99
1331,Data Science with Python,Randy Moore,https://bookshop.org//books/data-science-with-python-9798615637353/9798615637353,$28.98,$28.98
1332,OpenCV with Python: A basic approach,Panchanand Jha,https://bookshop.org//books/opencv-with-python-a-basic-approach/9798686832466,$20.00,$20.00
1333,Les bases en Python,Daniel Perarnaud,https://bookshop.org//books/les-bases-en-python/9798680700082,$30.65,$30.65
1334,Fast Track To Python,Pratham Chaturvedi,https://bookshop.org//books/fast-track-to-python/9798647466945,$10.00,$10.00
1335,Python 3 pour tous,Stéphane Gill,https://bookshop.org//books/python-3-pour-tous/9798650580263,$9.99,$9.99
1336,Guido van Rossum's Python,"Aatif Jamshed, Asmita Dixit,  et al.",https://bookshop.org//books/guido-van-rossum-s-python/9786202517843,$67.00,$67.00
1337,Python Web Programming,Steve Holden,https://bookshop.org//books/python-web-programming/9780735710900,$49.99,$49.99
1338,Learning Python Design Patterns,Gennadiy Zlobin,https://bookshop.org//books/learning-python-design-patterns/9781783283378,$29.99,$29.99
1339,The Joy Of Learning Python: A Complete Guide To Learn Python...,Rahul Saxena,https://bookshop.org//books/the-joy-of-learning-python-a-complete-guide-to-learn-python-in-7-days/9798707747199,$8.26,$8.26
1340,Mastering Python Programming: Key Computer Programming...,Lucius Strimple,https://bookshop.org//books/mastering-python-programming-key-computer-programming-concepts-for-beginners-python-books/9798742309161,$8.99,$8.99
1341,"Practical Docker with Python: Build, Release and Distribute...",Sathyajith Bhat,https://bookshop.org//books/practical-docker-with-python-build-release-and-distribute-your-python-app-with-docker/9781484237830,$39.99,$36.79
1342,Machine Learning with Python: Advanced Guide in Machine...,Paige Jacobs,https://bookshop.org//books/machine-learning-with-python-advanced-guide-in-machine-learning-with-python/9781675391457,$19.99,$19.99
1343,Python Programming: 2 Books in 1: Python For Beginners &...,Kevin Cooper,https://bookshop.org//books/python-programming-2-books-in-1-python-for-beginners-machine-learning/9781678527563,$25.67,$25.67
1344,Python for Developers: Learn to Develop Efficient Programs...,Mohit Raj,https://bookshop.org//books/python-for-developers-learn-to-develop-efficient-programs-using-python-english-edition/9788194401872,$32.95,$32.95
1345,Data Science With Python: The Absolute Beginners Guide To...,Henry George,https://bookshop.org//books/data-science-with-python-the-absolute-beginners-guide-to-learn-data-science-with-python/9798603792880,$19.99,$19.99
1346,Ringed Python: The Essential Guide On How To Care For Ringed...,Benjamin Ethan,https://bookshop.org//books/ringed-python-the-essential-guide-on-how-to-care-for-ringed-python/9798569497812,$6.50,$6.50
1347,Ringed Python Care: All You Need To Know About Ringed Python.,Gianna Liam,https://bookshop.org//books/ringed-python-care-all-you-need-to-know-about-ringed-python/9798569475414,$6.00,$6.00
1348,Python Programming: A Step by Step Beginner's Guide to Code...,Evan Lane,https://bookshop.org//books/python-programming-a-step-by-step-beginner-s-guide-to-code-with-python/9781545304273,$16.99,$16.99
1349,Blood Python Care: All You Need To Know About Blood Python.,William Gavin,https://bookshop.org//books/blood-python-care-all-you-need-to-know-about-blood-python/9798451328125,$6.99,$6.99
1350,Python 2 and 3 Compatibility: With Six and Python-Future...,Joannah Nanjekye,https://bookshop.org//books/python-2-and-3-compatibility-with-six-and-python-future-libraries/9781484229545,$27.99,$27.99
1351,Ball Pythons: Everything You Need To Know About Ball Pythons,Brandon Wade,https://bookshop.org//books/ball-pythons-everything-you-need-to-know-about-ball-pythons/9798521879274,$7.99,$7.99
1352,Ball Pythons As Pets ( Owners Care Guide For Beginners):...,Leanne Hazel,https://bookshop.org//books/ball-pythons-as-pets-owners-care-guide-for-beginners-complete-owners-care-guide-on-ball-python-habitats-diet-breeding-behaviour-care-health/9798680686065,$6.99,$6.99
1353,Python and Algorithmic Thinking for the Complete Beginner...,Aristides S. Bouras,https://bookshop.org//books/python-and-algorithmic-thinking-for-the-complete-beginner-2nd-edition-learn-to-think-like-a-programmer/9781099184871,$49.99,$49.99
1354,Algoritmos com Python,Guilherme Soares Lima,https://bookshop.org//books/algoritmos-com-python/9781082257599,$7.00,$7.00
1355,Fundamentals of Python: First Programs,Kenneth A. Lambert,https://bookshop.org//books/fundamentals-of-python-first-programs/9781337560092,$143.95,$143.95
1356,Python 3.6 C API,Guido Van Rossum and Python Dev Team,https://bookshop.org//books/python-3-6-c-api/9789888406869,$29.99,$29.99
1357,Python Tools for Visual Studio,Martino Sabia and Cathy Wang,https://bookshop.org//books/python-tools-for-visual-studio/9781783288687,$32.39,$32.39
1358,Mastering Python Scientific Computing,Hemant Kumar Mehta,https://bookshop.org//books/mastering-python-scientific-computing/9781783288823,$47.99,$47.99
1359,Learning Python Testing,Daniel Arbuckle,https://bookshop.org//books/learning-python-testing/9781783553211,$47.99,$47.99
1360,Python Pour Tous,Stephane Gill,https://bookshop.org//books/python-pour-tous/9781976712210,$9.99,$9.99
1361,Learning Concurrency in Python,Elliot Forbes,https://bookshop.org//books/learning-concurrency-in-python/9781787285378,$53.99,$53.99
1362,"Python for Data Analysis: A Practical Guide for Manipulate,...",Dylan Penny,https://bookshop.org//books/python-for-data-analysis-a-practical-guide-for-manipulate-process-clean-and-crunch-data-sets-in-python-how-to-effectively-solve-a-wide-rang/9781801820707,$37.95,$34.91
1363,Python for Data Analysis: A Practical Guide you Can't Miss to...,Erick Thompson,https://bookshop.org//books/python-for-data-analysis-a-practical-guide-you-can-t-miss-to-master-data-using-python-key-tools-for-data-science-introducing-you-into-data-ma-c4b18bcb-7183-4875-9387-03177101a5d9/9781801235143,$30.99,$28.51
1364,Daniel Arbuckle's Mastering Python,Daniel Arbuckle,https://bookshop.org//books/daniel-arbuckle-s-mastering-python/9781787283695,$47.99,$47.99
1365,Game Development with Python,Mr Kevin O'Flaherty and MR Tom Stachowitz,https://bookshop.org//books/game-development-with-python/9780990402084,$24.99,$24.99
1366,African Rock Pythons,Valerie J Weber,https://bookshop.org//books/african-rock-pythons/9780836836523,$24.00,$24.00
1367,Mastering Object Oriented Python,Steven Lott,https://bookshop.org//books/mastering-object-oriented-python/9781783280971,$53.99,$53.99
1368,Python for Secret Agents,Steven F. Lott,https://bookshop.org//books/python-for-secret-agents/9781783980420,$33.59,$33.59
1369,Gateway to Python Programming,MR Ravish Bapna,https://bookshop.org//books/gateway-to-python-programming/9781497422018,$11.00,$11.00
1370,Green Tree Python,Dee Phillips,https://bookshop.org//books/green-tree-python/9781617729096,$26.99,$26.99
1371,Expert Python Programming,Tarek Ziad and Tarek Ziade,https://bookshop.org//books/expert-python-programming-9781847194947/9781847194947,$53.99,$53.99
1372,Machine Learning with Python: The Basics,David V,https://bookshop.org//books/machine-learning-with-python-the-basics/9781544933498,$11.23,$11.23
1373,Python Programming with Raspberry Pi,Sai Yamanoor and Srihari Yamanoor,https://bookshop.org//books/python-programming-with-raspberry-pi/9781786467577,$41.99,$41.99
1374,Learning Python Network Programming,M. Omar Faruque Sarker and Sam Washington,https://bookshop.org//books/learning-python-network-programming/9781784396008,$59.99,$59.99
1375,Python Social Media Analytics,Siddhartha Chatterjee and Michal Krystyanczuk,https://bookshop.org//books/python-social-media-analytics/9781787121485,$59.99,$59.99
1376,Python Deep Learning,"Gianmario Spacagna, Daniel Slater,  et al.",https://bookshop.org//books/python-deep-learning/9781786464453,$65.99,$65.99
1377,Learn Python in 24 Hours,Sunny Chanday,https://bookshop.org//books/learn-python-in-24-hours/9781540604514,$99.99,$99.99
1378,Modular Programming with Python,Erik Westra,https://bookshop.org//books/modular-programming-with-python/9781785884481,$47.99,$47.99
1379,Python Programming: Guide for Beginners,Yuvaraj Jonna,https://bookshop.org//books/python-programming-guide-for-beginners/9781657537248,$36.00,$36.00
1380,Learning BeagleBone Python Programming,Alexander Hiam,https://bookshop.org//books/learning-beaglebone-python-programming/9781784399702,$47.99,$47.99
1381,Exploring Numbers with Python,Jack McCabe,https://bookshop.org//books/exploring-numbers-with-python/9781072202165,$9.99,$9.99
1382,An Introduction to Python and Computer Programming,Yue Zhang,https://bookshop.org//books/an-introduction-to-python-and-computer-programming/9789811012433,$149.99,$149.99
1383,Opencv Computer Vision with Python,Joseph Howse,https://bookshop.org//books/opencv-computer-vision-with-python/9781782163923,$35.99,$35.99
1384,Python Geospatial Development Essentials,Karim Bahgat,https://bookshop.org//books/python-geospatial-development-essentials/9781782175407,$35.99,$35.99
1385,Mastering Python Lists,Marc Poulin,https://bookshop.org//books/mastering-python-lists/9781519586070,$15.95,$15.95
1386,Getting Started with Python Programming,Funso Amusan,https://bookshop.org//books/getting-started-with-python-programming/9798646968129,$9.99,$9.99
1387,Ball Python: The Essential Guide On How To Care For Your Ball...,Noah Alexander,https://bookshop.org//books/ball-python-the-essential-guide-on-how-to-care-for-your-ball-python/9798567097762,$6.92,$6.92
1388,Python Programming for Beginners: The Complete Beginner's...,Bruce Berke,https://bookshop.org//books/python-programming-for-beginners-the-complete-beginner-s-guide-to-python-programming/9781724700391,$13.38,$13.38
1389,How To Use Python?: The Specific Guidelines For Beginner:...,Darron Bylund,https://bookshop.org//books/how-to-use-python-the-specific-guidelines-for-beginner-learn-python-programming/9798725209693,$8.99,$8.99
1390,Python for Data Science: Comprehensive Guide to Data Science...,Alex Campbell,https://bookshop.org//books/python-for-data-science-comprehensive-guide-to-data-science-with-python/9798523410147,$10.95,$10.95
1391,Python for Kids: An Easy And Practice Guide For Beginners To...,Sean Damon,https://bookshop.org//books/python-for-kids-an-easy-and-practice-guide-for-beginners-to-introduce-programming-with-python/9798680403839,$15.95,$15.95
1392,"Monty Python FAQ: All That's Left to Know about Spam, Grails,...",Brian Cogan,https://bookshop.org//books/monty-python-faq-all-that-s-left-to-know-about-spam-grails-spam-nudging-bruces-and-spam/9781495049439,$19.99,$19.99
1393,Effective Python Development for Biologists: Tools and...,Dr Martin Jones,https://bookshop.org//books/effective-python-development-for-biologists-tools-and-techniques-for-building-biological-programs/9781539103035,$39.00,$39.00
1394,Beginning Game Development with Python and Pygame: From...,Will McGugan,https://bookshop.org//books/beginning-game-development-with-python-and-pygame-from-novice-to-professional/9781590598726,$59.99,$55.19
1395,Deep Learning with Python: Learn Best Practices of Deep...,Jojo Moolayil and Nikhil Ketkar,https://bookshop.org//books/deep-learning-with-python-learn-best-practices-of-deep-learning-models-with-pytorch/9781484253632,$32.99,$30.35
1396,Data Structures and Program Design Using Python: A...,D. Malhotra and N. Malhotra,https://bookshop.org//books/data-structures-and-program-design-using-python-a-self-teaching-introduction-9781683926399/9781683926399,$79.95,$73.55
1397,Programming New: A Beginners guide to Linux and Python...,Clark Simon,https://bookshop.org//books/programming-new-a-beginners-guide-to-linux-and-python-programming-step-by-step-9781802265040/9781802263954,$25.99,$23.91
1398,"Python for Data Analysis: A Practical Guide for Manipulate,...",Dylan Penny,https://bookshop.org//books/python-for-data-analysis-a-practical-guide-for-manipulate-process-clean-and-crunch-data-sets-in-python-how-to-effectively-solve-a-wide-rang/9781801820707,$37.95,$34.91
1399,Python for Data Analysis: A Practical Guide you Can't Miss to...,Erick Thompson,https://bookshop.org//books/python-for-data-analysis-a-practical-guide-you-can-t-miss-to-master-data-using-python-key-tools-for-data-science-introducing-you-into-data-ma-c4b18bcb-7183-4875-9387-03177101a5d9/9781801235143,$30.99,$28.51
1400,Adult Coloring Book Stress-relief Jumbo Coloring & Activity...,Python Cobra,https://bookshop.org//books/adult-coloring-book-stress-relief-jumbo-coloring-activity-snake-python-book-for-grown-ups-men-women-adults-teens-this-coloring-book-is-perfect/9798563834804,$6.99,$6.99
